% Boys Enrolled,% Complete Primary Schools,% Girls Enrolled,% Primary Schools with single classroom,% Primary Schools with single teacher,All Four Facilities,Any One Facility,Any Three Facilities,Any Two Facilities,Area (km²),Bomb Blasts Occurred,"Boundary wall, Building condition satisfactory, Drinking water and 2 more (clusters)",Boundary wall,Building condition satisfactory,MeasureGroup 1 Measures,Color By Measure Value,Show Sheet,Table of Contents,Other Factors Measure Value,Analysis Level Selector,Color By Measure Name,Complete Primary Schools,Country,City,Drinking water,Drone attacks in Pakistan,Education score,Educational Budget Spend of GDP,Electricity,Enrolment score,Gender parity score,Global Terrorism Index - Pakistan,Learning score,MeasureGroup 2 Measures,No Facility,Number of Records,Number of primary schools as % of total schools,Number of primary schools,Number of secondary schools as % of total schools,Number of secondary schools,Pakistan Economic Growth,Population,Primary Schools with single classroom,Primary Schools with single teacher,Province,Retention score,School infrastructure score,Terrorist Attacks Affectees,Toilet,Total number of schools,Year
100.00%,0.917460317,0.00%,0.015873016,0.066666667,32.41%,12.45%,16.60%,18.97%,,41,Cluster 1,38.53383459,3.195488722,34.91490014,34.91490014,Year on Year Change,What are these scores? How they are Derived?,"5,379.00",FATA,Gender parity score,578,Pakistan,South Waziristan Agency,17.85714286,24,8.728725034,2.59%,23.12030075,0,34.91490014,9.07,0,8.728725034,19.57%,1,0.847913863,630,0.152086137,113,3.70%,,10,42,FATA,0,21.91729323,5379,26.87969925,743,2013
100.00%,0.65625,0.00%,0.03125,0.3125,17.95%,17.95%,17.09%,19.66%,,41,Cluster 1,15.65217391,20.86956522,45.56486727,45.56486727,Year on Year Change,What are these scores? How they are Derived?,"5,379.00",GB,Gender parity score,42,Pakistan,Astor,28.69565217,24,44.47871682,2.59%,6.956521739,69.41666667,45.56486727,9.07,62.93333333,44.47871682,27.35%,1,0.547008547,64,0.452991453,53,3.70%,,2,20,GB,0,21.91304348,5379,37.39130435,117,2013
100.00%,0,0.00%,0.378640777,0.67961165,9.21%,17.57%,37.24%,14.23%,,41,Cluster 1,5.97826087,9.239130435,29.57368135,29.57368135,Year on Year Change,What are these scores? How they are Derived?,"5,379.00",GB,Gender parity score,0,Pakistan,Diamir,2.717391304,24,36.56425367,2.59%,2.717391304,30.41666667,29.57368135,9.07,61.06666667,36.56425367,21.76%,1,0.861924686,206,0.138075314,33,3.70%,,78,140,GB,25.2,7.5,5379,16.84782609,239,2013
60.39%,0.805970149,39.61%,0,0.194029851,15.83%,15.11%,26.62%,21.58%,6400,41,Cluster 1,49.47368421,22.10526316,89.61046216,89.61046216,Year on Year Change,What are these scores? How they are Derived?,"5,379.00",GB,Gender parity score,54,Pakistan,Ghanchi,32.10526316,24,75.99844887,2.59%,46.31578947,72.41666667,89.61046216,9.07,54.36666667,75.99844887,20.86%,1,0.482014388,67,0.517985612,72,3.70%,88366,0,13,GB,87.6,42.10526316,5379,60.52631579,139,2013
89.19%,0.728813559,10.81%,0,0.271186441,49.12%,4.39%,30.70%,14.04%,9635,41,Cluster 1,29.83425414,38.67403315,60.81293456,60.81293456,Year on Year Change,What are these scores? How they are Derived?,"5,379.00",GB,Gender parity score,43,Pakistan,Ghizer,49.72375691,24,48.02823364,2.59%,3.314917127,69.83333333,60.81293456,9.07,61.46666667,48.02823364,1.75%,1,0.51754386,59,0.48245614,55,3.70%,120218,0,16,GB,0,31.71270718,5379,37.01657459,114,2013
60.14%,0.818181818,39.86%,0.012987013,0.168831169,52.11%,8.45%,16.90%,21.13%,3800,41,Cluster 1,50,17.1641791,89.85558755,89.85558755,Year on Year Change,What are these scores? How they are Derived?,"5,379.00",GB,Gender parity score,63,Pakistan,Gilgit,52.98507463,24,76.96806356,2.59%,1.492537313,79.41666667,89.85558755,9.07,63.8,76.96806356,1.41%,1,0.542253521,77,0.457746479,65,3.70%,243324,1,13,GB,74.8,29.40298508,5379,25.37313433,142,2013
68.70%,0.926829268,31.30%,0,0.073170732,57.58%,4.04%,23.23%,12.12%,15700,41,Cluster 1,47.82608696,17.39130435,81.29697152,81.29697152,Year on Year Change,What are these scores? How they are Derived?,"5,379.00",GB,Gender parity score,38,Pakistan,Hunza Nagar,64.13043478,24,78.48257621,2.59%,64.13043478,77.5,81.29697152,9.07,55.13333333,78.48257621,3.03%,1,0.414141414,41,0.585858586,58,3.70%,0,0,3,GB,100,50,5379,56.52173913,99,2013
79.34%,0.713780919,20.66%,0.017667845,0.268551237,22.12%,11.76%,21.88%,17.65%,15000,41,Cluster 1,13.02211302,13.02211302,70.66104285,70.66104285,Year on Year Change,What are these scores? How they are Derived?,"5,379.00",GB,Gender parity score,202,Pakistan,Skardu,23.58722359,24,64.77776071,2.59%,23.0958231,74.41666667,70.66104285,9.07,62.03333333,64.77776071,26.59%,1,0.665882353,283,0.334117647,142,3.70%,214848,5,76,GB,52,19.60687961,5379,25.30712531,425,2013
55.60%,0.994764398,44.40%,0.005235602,0,88.49%,0.26%,11.00%,0.26%,906,41,Cluster 2,0,0,94.4033604,94.4033604,Year on Year Change,What are these scores? How they are Derived?,"5,379.00",ICT,Gender parity score,190,Pakistan,Islamabad,98,24,82.6695901,2.59%,97,97.5,94.4033604,9.07,62.775,82.6695901,0.00%,1,0.488491049,191,0.511508951,200,3.70%,1829180,1,0,ICT,76,97.25,5379,97,391,2013
55.97%,0.63282795,44.03%,0.177323665,0.189848385,23.05%,12.98%,26.79%,22.61%,1967,41,Cluster 1,49.90571967,70.27027027,94.02674499,94.02674499,Year on Year Change,What are these scores? How they are Derived?,"5,379.00",KP,Gender parity score,960,Pakistan,Abbottabad,60.02514142,24,74.61918625,2.59%,28.59836581,90,94.02674499,9.07,46.05,74.61918625,14.58%,1,0.830777656,1517,0.169222344,309,3.70%,880666,269,288,KP,68.4,54.56945317,5379,64.0477687,1826,2013
72.76%,0.634894992,27.24%,0.085621971,0.279483037,59.96%,5.41%,17.25%,10.90%,,41,Cluster 2,92.02401372,51.37221269,77.24118098,77.24118098,Year on Year Change,What are these scores? How they are Derived?,"5,379.00",KP,Gender parity score,786,Pakistan,Bannu,94.08233276,24,59.55404525,2.59%,93.567753,70,77.24118098,9.07,44.175,59.55404525,6.48%,1,0.826987308,1238,0.173012692,259,3.70%,,106,346,KP,46.8,84.71698113,5379,92.53859348,1497,2013
76.98%,0.479395604,23.02%,0.309065934,0.211538462,9.91%,15.30%,21.91%,23.62%,1301,41,Cluster 1,26.83982684,11.68831169,73.01608541,73.01608541,Year on Year Change,What are these scores? How they are Derived?,"5,379.00",KP,Gender parity score,349,Pakistan,Batagram,23.80952381,24,54.39568802,2.59%,8.225108225,81.66666667,73.01608541,9.07,33.7,54.39568802,29.25%,1,0.891064871,728,0.108935129,89,3.70%,307278,225,154,KP,29.2,22.65512266,5379,42.71284271,817,2013
78.11%,0.742301459,21.89%,0.084278768,0.173419773,51.15%,5.37%,25.32%,13.81%,1865,41,Cluster 2,78.24620573,53.45699831,71.889842,71.889842,Year on Year Change,What are these scores? How they are Derived?,"5,379.00",KP,Gender parity score,458,Pakistan,Buner,62.39460371,24,61.1974605,2.59%,43.17032041,72.5,71.889842,9.07,32,61.1974605,4.35%,1,0.789002558,617,0.210997442,165,3.70%,506048,52,107,KP,68.4,63.17032041,5379,78.58347386,782,2013
75.17%,0.873126873,24.83%,0.026973027,0.0999001,68.49%,1.55%,21.36%,7.94%,996,41,Cluster 2,95.9752322,53.45717234,74.8300835,74.8300835,Year on Year Change,What are these scores? How they are Derived?,"5,379.00",KP,Gender parity score,874,Pakistan,Charsadda,95.25283798,24,64.74502088,2.59%,75.12899897,72.5,74.8300835,9.07,58.85,64.74502088,0.65%,1,0.817810458,1001,0.182189542,223,3.70%,1022364,27,100,KP,52.8,82.78637771,5379,94.11764706,1224,2013
71.98%,0.426829268,28.02%,0.254573171,0.318597561,28.08%,9.89%,30.65%,20.51%,14850,41,Cluster 1,57.74647887,37.2456964,78.01521728,78.01521728,Year on Year Change,What are these scores? How they are Derived?,"5,379.00",KP,Gender parity score,280,Pakistan,Chitral,72.30046948,24,77.42255432,2.59%,35.36776213,92.5,78.01521728,9.07,55.575,77.42255432,10.87%,1,0.800976801,656,0.199023199,163,3.70%,318689,167,209,KP,83.6,53.95931142,5379,67.13615024,819,2013
83.70%,0.728375101,16.30%,0.09135004,0.180274859,43.89%,7.66%,24.13%,18.43%,7326,41,Cluster 2,71.91103789,42.25700165,66.29868136,66.29868136,Year on Year Change,What are these scores? How they are Derived?,"5,379.00",KP,Gender parity score,901,Pakistan,Dera Ismail Khan,68.45140033,24,50.96842034,2.59%,52.22405272,52.5,66.29868136,9.07,38.275,50.96842034,5.89%,1,0.78340722,1237,0.21659278,342,3.70%,852995,113,223,KP,46.8,61.99341021,5379,75.12355848,1579,2013
87.53%,0.655487805,12.47%,0.100609756,0.243902439,40.50%,5.50%,25.50%,23.75%,1597,41,Cluster 2,86.0841424,35.9223301,62.46604915,62.46604915,Year on Year Change,What are these scores? How they are Derived?,"5,379.00",KP,Gender parity score,215,Pakistan,Hangu,69.90291262,24,55.47692896,2.59%,55.01618123,64.16666667,62.46604915,9.07,46.875,55.47692896,4.75%,1,0.82,328,0.18,72,3.70%,614529,33,80,KP,48.4,66.40776699,5379,85.11326861,400,2013
57.68%,0.675954592,42.32%,0.145510836,0.178534572,48.26%,6.64%,18.79%,14.74%,1725,41,Cluster 2,70.35175879,51.25628141,92.31510241,92.31510241,Year on Year Change,What are these scores? How they are Derived?,"5,379.00",KP,Gender parity score,655,Pakistan,Haripur,61.80904523,24,77.56419227,2.59%,53.26633166,94.16666667,92.31510241,9.07,60.575,77.56419227,11.58%,1,0.784615385,969,0.215384615,266,3.70%,692228,141,173,KP,63.2,61.66834171,5379,71.65829146,1235,2013
61.37%,0.871299871,38.63%,0.051480051,0.077220077,30.25%,12.29%,28.78%,20.06%,3372,41,Cluster 1,77.04485488,38.65435356,88.6309735,88.6309735,Year on Year Change,What are these scores? How they are Derived?,"5,379.00",KP,Gender parity score,677,Pakistan,Karak,45.11873351,24,69.95149337,2.59%,41.82058048,75,88.6309735,9.07,51.775,69.95149337,8.61%,1,0.814465409,777,0.185534591,177,3.70%,430796,40,60,KP,64.4,53.87862797,5379,66.75461741,954,2013
83.82%,0.897590361,16.18%,0.018072289,0.084337349,62.46%,1.31%,26.10%,10.13%,2545,41,Cluster 2,99.37597504,48.36193448,66.18387429,66.18387429,Year on Year Change,What are these scores? How they are Derived?,"5,379.00",KP,Gender parity score,596,Pakistan,Kohat,89.07956318,24,56.00013524,2.59%,70.98283931,71.66666667,66.18387429,9.07,30.15,56.00013524,0.00%,1,0.788598575,664,0.211401425,178,3.70%,562644,12,56,KP,56,81.09204368,5379,97.6599064,842,2013
88.63%,0.508975713,11.37%,0.204857445,0.286166843,2.64%,30.07%,13.57%,15.83%,7492,41,Cluster 1,29.44015444,43.91891892,61.3689744,61.3689744,Year on Year Change,What are these scores? How they are Derived?,"5,379.00",KP,Gender parity score,482,Pakistan,Kohistan,66.98841699,24,38.00057693,2.59%,10.03861004,35.83333333,61.3689744,9.07,26,38.00057693,37.89%,1,0.892554194,947,0.107445806,114,3.70%,472570,194,271,KP,28.8,35.21235521,5379,25.67567568,1061,2013
93.85%,0.667377399,6.15%,0.078891258,0.253731343,46.43%,6.77%,26.65%,14.35%,3164,41,Cluster 2,73.50705755,18.13246471,56.14989037,56.14989037,Year on Year Change,What are these scores? How they are Derived?,"5,379.00",KP,Gender parity score,626,Pakistan,Lakki Marwat,63.19218241,24,49.61247259,2.59%,71.22692725,60,56.14989037,9.07,34.7,49.61247259,5.79%,1,0.83600713,938,0.16399287,184,3.70%,490025,74,238,KP,47.6,60.08686211,5379,74.37567861,1122,2013
67.33%,0.704527403,32.67%,0.107227959,0.188244639,41.58%,4.71%,31.96%,13.17%,1582,41,Cluster 2,73.33867094,41.63330665,82.67130791,82.67130791,Year on Year Change,What are these scores? How they are Derived?,"5,379.00",KP,Gender parity score,887,Pakistan,Lower Dir,50.92073659,24,64.22824364,2.59%,61.88951161,79.16666667,82.67130791,9.07,29.475,64.22824364,8.59%,1,0.807051282,1259,0.192948718,301,3.70%,717649,135,237,KP,65.6,60.7846277,5379,76.14091273,1560,2013
60.65%,0.852575488,39.35%,0.053285968,0.094138544,67.80%,3.55%,18.01%,6.95%,952,41,Cluster 2,83.51449275,45.28985507,89.3523862,89.3523862,Year on Year Change,What are these scores? How they are Derived?,"5,379.00",KP,Gender parity score,480,Pakistan,Malakand,73.36956522,24,72.84851322,2.59%,80.43478261,84.16666667,89.3523862,9.07,47.875,72.84851322,3.69%,1,0.79858156,563,0.20141844,142,3.70%,452291,30,53,KP,70,72.89855073,5379,81.88405797,705,2013
62.39%,0.414959016,37.61%,0.331454918,0.253586066,25.48%,12.13%,19.04%,21.65%,4579,41,Cluster 1,42.4644984,67.56756757,87.61390623,87.61390623,Year on Year Change,What are these scores? How they are Derived?,"5,379.00",KP,Gender parity score,810,Pakistan,Mansehra,42.64773248,24,68.22222656,2.59%,18.00274851,87.5,87.61390623,9.07,50.575,68.22222656,21.70%,1,0.847222222,1952,0.152777778,352,3.70%,1152839,647,495,KP,47.2,44.2693541,5379,50.66422355,2304,2013
65.27%,0.878766643,34.73%,0.040644709,0.080588648,78.62%,0.61%,14.25%,6.40%,1632,41,Cluster 2,98.26807229,38.25301205,84.72616538,84.72616538,Year on Year Change,What are these scores? How they are Derived?,"5,379.00",KP,Gender parity score,1254,Pakistan,Mardan,88.02710843,24,71.28779135,2.59%,69.12650602,72.5,84.72616538,9.07,63.525,71.28779135,0.11%,1,0.79454343,1427,0.20545657,369,3.70%,1460100,58,115,KP,64.4,76.95783133,5379,91.11445783,1796,2013
71.67%,0.866059818,28.33%,0.035110533,0.098829649,61.33%,2.67%,23.28%,10.77%,1748,41,Cluster 2,95.88859416,50.79575597,78.332648,78.332648,Year on Year Change,What are these scores? How they are Derived?,"5,379.00",KP,Gender parity score,666,Pakistan,Nowshera,77.5862069,24,65.04774533,2.59%,69.8938992,85.83333333,78.332648,9.07,39.225,65.04774533,1.95%,1,0.787909836,769,0.212090164,207,3.70%,874373,27,76,KP,56.8,77.34748011,5379,92.5729443,976,2013
79.25%,0.881132075,20.75%,0.028301887,0.090566038,60.71%,2.75%,23.59%,11.51%,1257,41,Cluster 2,95.84513692,70.06610009,70.74864402,70.74864402,Year on Year Change,What are these scores? How they are Derived?,"5,379.00",KP,Gender parity score,934,Pakistan,Peshawar,82.34183192,24,61.55070267,2.59%,62.6062323,74.16666667,70.74864402,9.07,46.0875,61.55070267,1.45%,1,0.76534296,1060,0.23465704,325,3.70%,2019118,30,96,KP,55.2,80.98205855,5379,94.0509915,1385,2013
96.84%,0.630182421,3.16%,0.109452736,0.260364842,15.21%,13.97%,24.34%,27.25%,1586,41,Cluster 1,32.54113346,33.45521024,53.15823324,53.15823324,Year on Year Change,What are these scores? How they are Derived?,"5,379.00",KP,Gender parity score,380,Pakistan,Shangla,17.18464351,24,48.27914164,2.59%,3.65630713,50.83333333,53.15823324,9.07,51.125,48.27914164,19.23%,1,0.834024896,603,0.165975104,120,3.70%,434563,66,157,KP,38,24.93601463,5379,37.84277879,723,2013
65.78%,0.812080537,34.22%,0.064237776,0.123681687,74.96%,1.75%,15.37%,6.93%,1543,41,Cluster 2,91.796875,50.9765625,84.21624251,84.21624251,Year on Year Change,What are these scores? How they are Derived?,"5,379.00",KP,Gender parity score,847,Pakistan,Swabi,88.671875,24,67.59364396,2.59%,82.03125,80.83333333,84.21624251,9.07,52.925,67.59364396,0.99%,1,0.793759513,1043,0.206240487,271,3.70%,1026804,67,129,KP,52.4,81.1328125,5379,92.1875,1314,2013
70.15%,0.643013899,29.85%,0.111923921,0.24506218,43.82%,8.36%,20.16%,15.55%,5337,41,Cluster 1,51.31683959,40.30327215,79.8486742,79.8486742,Year on Year Change,What are these scores? How they are Derived?,"5,379.00",KP,Gender parity score,879,Pakistan,Swat,47.00718276,24,71.59966855,2.59%,39.50518755,77.5,79.8486742,9.07,47.05,71.59966855,12.11%,1,0.837622549,1367,0.162377451,265,3.70%,1257602,153,335,KP,82,48.20430966,5379,62.88906624,1632,2013
80.55%,0.805157593,19.45%,0.031518625,0.163323782,44.06%,5.83%,28.67%,20.75%,1679,41,Cluster 2,89.36781609,24.13793103,69.45394301,69.45394301,Year on Year Change,What are these scores? How they are Derived?,"5,379.00",KP,Gender parity score,281,Pakistan,Tank,67.81609195,24,50.27806909,2.59%,69.82758621,53.33333333,69.45394301,9.07,47.925,50.27806909,0.70%,1,0.813519814,349,0.186480186,80,3.70%,238216,11,57,KP,30.4,68.10344828,5379,89.36781609,429,2013
,0.616504854,,0.111650485,0.27184466,1.27%,20.34%,12.29%,22.46%,497,41,Cluster 1,0,0,0,0,Year on Year Change,What are these scores? How they are Derived?,"5,379.00",KP,Gender parity score,127,Pakistan,Tor Ghar,0,24,26.45416667,2.59%,0,43.58333333,0,9.07,62.23333333,26.45416667,43.64%,1,0.872881356,206,0.127118644,30,3.70%,185000,23,56,KP,0,0,5379,0,236,2013
73.00%,0.690210657,27.00%,0.118959108,0.190830235,18.02%,11.67%,26.88%,30.00%,3699,41,Cluster 1,64.24010217,26.18135377,76.99642978,76.99642978,Year on Year Change,What are these scores? How they are Derived?,"5,379.00",KP,Gender parity score,557,Pakistan,Upper Dir,42.9118774,24,72.81369078,2.59%,22.98850575,83.33333333,76.99642978,9.07,43.725,72.81369078,13.44%,1,0.840625,807,0.159375,153,3.70%,575858,96,154,KP,87.2,46.46232439,5379,75.98978289,960,2013
71.06%,0.835680751,28.94%,0.042253521,0.122065728,95.96%,0.00%,4.04%,0.00%,6858,41,Cluster 2,89.7382199,64.81675393,78.94262412,78.94262412,Year on Year Change,What are these scores? How they are Derived?,"5,379.00",Punjab,Gender parity score,712,Pakistan,Attock,83.2460733,24,74.7273227,2.59%,70.68062827,99.16666667,78.94262412,9.07,57.2,74.7273227,0.00%,1,0.662004662,852,0.337995338,435,3.70%,1274935,36,104,Punjab,63.6,78.72251309,5379,85.13089005,1287,2013
66.50%,0.713119216,33.50%,0.097441481,0.189439303,88.43%,0.00%,11.57%,0.00%,8878,41,Cluster 2,70.10947168,60.73298429,83.49976193,83.49976193,Year on Year Change,What are these scores? How they are Derived?,"5,379.00",Punjab,Gender parity score,1310,Pakistan,Bahawalnagar,78.0104712,24,67.57910715,2.59%,42.12279867,74.16666667,83.49976193,9.07,64.65,67.57910715,0.00%,1,0.76446109,1837,0.23553891,566,3.70%,2061447,179,348,Punjab,48,64.11232746,5379,69.58591147,2403,2013
73.81%,0.752610966,26.19%,0.066579634,0.180809399,92.60%,0.00%,7.40%,0.00%,24830,41,Cluster 2,76.97290931,75.97173145,76.19278063,76.19278063,Year on Year Change,What are these scores? How they are Derived?,"5,379.00",Punjab,Gender parity score,1153,Pakistan,Bahawalpur,92.34393404,24,57.49402849,2.59%,50.23557126,60.83333333,76.19278063,9.07,59.75,57.49402849,0.00%,1,0.776482514,1532,0.223517486,441,3.70%,2433091,102,277,Punjab,33.2,76.54888104,5379,87.22025913,1973,2013
79.12%,0.836714976,20.88%,0.024154589,0.139130435,89.96%,0.00%,10.04%,0.00%,8153,41,Cluster 2,79.09018356,47.80526736,70.8754172,70.8754172,Year on Year Change,What are these scores? How they are Derived?,"5,379.00",Punjab,Gender parity score,866,Pakistan,Bhakkar,95.21149242,24,58.56468763,2.59%,55.38707103,70.83333333,70.8754172,9.07,56.15,58.56468763,0.00%,1,0.769516729,1035,0.230483271,310,3.70%,1051456,25,144,Punjab,36.4,71.18914605,5379,78.45171588,1345,2013
57.70%,0.900133156,42.30%,0.015978695,0.083888149,96.61%,0.00%,3.39%,0.00%,6524,41,Cluster 2,90.22801303,71.44408252,92.30158133,92.30158133,Year on Year Change,What are these scores? How they are Derived?,"5,379.00",Punjab,Gender parity score,676,Pakistan,Chakwal,87.07926167,24,82.27539533,2.59%,74.70141151,97.5,92.30158133,9.07,66.9,82.27539533,0.00%,1,0.621688742,751,0.378311258,457,3.70%,1083725,12,63,Punjab,72.4,82.77958741,5379,90.4451683,1208,2013
79.99%,0.822097378,20.01%,0.052434457,0.125468165,96.10%,0.00%,3.90%,0.00%,0,41,Cluster 2,76.45502646,48.28042328,70.01004352,70.01004352,Year on Year Change,What are these scores? How they are Derived?,"5,379.00",Punjab,Gender parity score,439,Pakistan,Chiniot,87.03703704,24,62.34209421,2.59%,38.75661376,68.33333333,70.01004352,9.07,57.825,62.34209421,0.00%,1,0.770562771,534,0.229437229,159,3.70%,965124,28,67,Punjab,53.2,63.57142857,5379,67.32804233,693,2013
88.62%,0.592567103,11.38%,0.206469374,0.200963524,76.37%,0.00%,23.63%,0.00%,11922,41,Cluster 1,48.76223374,43.58088659,61.38413277,61.38413277,Year on Year Change,What are these scores? How they are Derived?,"5,379.00",Punjab,Gender parity score,861,Pakistan,Dera Ghazi Khan,53.77086932,24,55.31269986,2.59%,14.62291307,66.66666667,61.38413277,9.07,60,55.31269986,0.00%,1,0.815375982,1453,0.184624018,329,3.70%,2643118,300,292,Punjab,33.2,41.83074266,5379,48.41681059,1782,2013
53.31%,0.868008949,46.69%,0.041759881,0.090231171,96.09%,0.00%,3.91%,0.00%,5856,41,Cluster 2,81.71978352,56.04329525,96.69419686,96.69419686,Year on Year Change,What are these scores? How they are Derived?,"5,379.00",Punjab,Gender parity score,1164,Pakistan,Faisalabad,84.96692724,24,72.35063255,2.59%,78.05171377,83.33333333,96.69419686,9.07,64.975,72.35063255,0.00%,1,0.576526225,1341,0.423473775,985,3.70%,5429547,56,121,Punjab,44.4,77.51052315,5379,86.77089597,2326,2013
63.34%,0.838209983,36.66%,0.048192771,0.113597246,95.90%,0.00%,4.10%,0.00%,3622,41,Cluster 2,84.52380952,43.84920635,86.66301105,86.66301105,Year on Year Change,What are these scores? How they are Derived?,"5,379.00",Punjab,Gender parity score,974,Pakistan,Gujranwala,91.07142857,24,73.91366943,2.59%,60.84656085,89.16666667,86.66301105,9.07,56.625,73.91366943,0.00%,1,0.679929783,1162,0.320070217,547,3.70%,3400940,56,132,Punjab,63.2,71.94444444,5379,79.43121693,1709,2013
68.86%,0.878172589,31.14%,0.023350254,0.098477157,97.65%,0.00%,2.35%,0.00%,3192,41,Cluster 2,94.21052632,76.09022556,81.13847008,81.13847008,Year on Year Change,What are these scores? How they are Derived?,"5,379.00",Punjab,Gender parity score,865,Pakistan,Gujrat,95.86466165,24,77.15961752,2.59%,84.66165414,92.5,81.13847008,9.07,66.2,77.15961752,0.00%,1,0.662407532,985,0.337592468,502,3.70%,2048008,23,97,Punjab,68.8,88.03007519,5379,89.32330827,1487,2013
70.41%,0.693014706,29.59%,0.018382353,0.288602941,97.40%,0.00%,2.60%,0.00%,2367,41,Cluster 2,85.88235294,58.5620915,79.58984423,79.58984423,Year on Year Change,What are these scores? How they are Derived?,"5,379.00",Punjab,Gender parity score,377,Pakistan,Hafizabad,90.32679739,24,66.70996106,2.59%,61.04575163,87.5,79.58984423,9.07,51.35,66.70996106,0.00%,1,0.744186047,544,0.255813953,187,3.70%,832980,10,157,Punjab,48.4,75.63398693,5379,82.35294118,731,2013
67.50%,0.846805235,32.50%,0.077752117,0.075442648,85.26%,0.00%,14.74%,0.00%,8809,41,Cluster 2,74.74505099,43.37132574,82.4980732,82.4980732,Year on Year Change,What are these scores? How they are Derived?,"5,379.00",Punjab,Gender parity score,1100,Pakistan,Jhang,92.86142771,24,64.7057683,2.59%,41.69166167,75,82.4980732,9.07,58.125,64.7057683,0.00%,1,0.78489426,1299,0.21510574,356,3.70%,2834546,101,98,Punjab,43.2,66.05878824,5379,77.62447511,1655,2013
58.09%,0.853747715,41.91%,0.02559415,0.120658135,97.61%,0.00%,2.39%,0.00%,3587,41,Cluster 2,86.38814016,51.61725067,91.90538608,91.90538608,Year on Year Change,What are these scores? How they are Derived?,"5,379.00",Punjab,Gender parity score,467,Pakistan,Jhelum,76.41509434,24,80.63259652,2.59%,74.79784367,100,91.90538608,9.07,53.025,80.63259652,0.00%,1,0.653524492,547,0.346475508,290,3.70%,936957,14,66,Punjab,77.6,74.23180593,5379,81.94070081,837,2013
